Epoch Time,gocbRef,No.,Time,Protocol,Length,APPID,goID,allData,bit-string,stNum,sqNum,confRev,datSet,Source,Destination,Frame,Interface id,Interface name,Interface description,Encapsulation type,t,Arrival Time,Time shift for this packet,Time delta from previous captured frame,Time delta from previous displayed frame,Time since reference or first frame,Frame Number,Frame length on the wire,Frame length stored into the capture file,Simulated,timeAllowedtoLive,simulation,ndsCom,numDatSetEntries,Data,Type,IG bit,Address,LG bit,IG bit.1,LG bit.1,Length.1,Reserved 1,Reserved 2,boolean,Info,attack
1702927027.156898,SEL_421_distCFG/LLN0$GO$CB_prot,43141,1702927027.156898,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,240,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:07.156898000 IST",0.0,0.000183,0.820724,8.975966,43141,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927027.33628,SEL_421_distCFG/LLN0$GO$CB_disj1,44004,1702927027.33628,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,240,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:47:07.336280000 IST",0.0,0.0,0.179382,9.155348,44004,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927027.577127,ied_disjuntor2ied_disjuntor2/LLN0$GO$disjuntor2_CB,45162,1702927027.577127,GOOSE,175,0x1011 (4113),rtds,1,80.0,2,22,1,ied_disjuntor2ied_disjuntor2/LLN0$disjuntor2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:11,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 25, 2004 19:16:25.231656849 UTC","Dec 19, 2023 00:47:07.577127000 IST",0.0,8.6e-05,0.240847,9.396195,45162,175,175,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:11,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),161,0x0000 (0),0x0000 (0),,,0
1702927027.577401,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,45164,1702927027.577401,GOOSE,167,0x1010 (4112),rtds,1,80.0,102,22,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:47:07.577401000 IST",0.0,8.5e-05,0.000274,9.396469,45164,167,167,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),153,0x0000 (0),0x0000 (0),,,0
1702927027.579106,ied_protecaoPROT/LLN0$GO$prot_cb,45173,1702927027.579106,GOOSE,137,0x1012 (4114),rtds,1,,101,24,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:47:07.579106000 IST",0.0,0.000165,0.001705,9.398174,45173,137,137,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),123,0x0000 (0),0x0000 (0),False,,0
1702927027.579106,ied_protecaoPROT/LLN0$GO$trip2_dataset,45174,1702927027.579106,GOOSE,144,0x1013 (4115),rtds,1,,1,24,1,ied_protecaoPROT/LLN0$trip2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:13,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:47:07.579106000 IST",0.0,0.0,0.0,9.398174,45174,144,144,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:13,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),130,0x0000 (0),0x0000 (0),False,,0
1702927028.156856,SEL_421_distCFG/LLN0$GO$CB_prot,47951,1702927028.156856,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,241,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:08.156856000 IST",0.0,0.0,0.57775,9.975924,47951,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927028.336207,SEL_421_distCFG/LLN0$GO$CB_disj1,48813,1702927028.336207,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,241,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:47:08.336207000 IST",0.0,0.0,0.179351,10.155275,48813,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927029.156939,SEL_421_distCFG/LLN0$GO$CB_prot,52756,1702927029.156939,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,242,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:09.156939000 IST",0.0,8.1e-05,0.820732,10.976007,52756,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927029.336287,SEL_421_distCFG/LLN0$GO$CB_disj1,53617,1702927029.336287,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,242,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:47:09.336287000 IST",0.0,0.000193,0.179348,11.155355,53617,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927029.577184,ied_disjuntor2ied_disjuntor2/LLN0$GO$disjuntor2_CB,54776,1702927029.577184,GOOSE,175,0x1011 (4113),rtds,1,80.0,2,23,1,ied_disjuntor2ied_disjuntor2/LLN0$disjuntor2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:11,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 25, 2004 19:16:25.231656849 UTC","Dec 19, 2023 00:47:09.577184000 IST",0.0,0.0,0.240897,11.396252,54776,175,175,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:11,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),161,0x0000 (0),0x0000 (0),,,0
1702927029.577512,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,54778,1702927029.577512,GOOSE,167,0x1010 (4112),rtds,1,80.0,102,23,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:47:09.577512000 IST",0.0,0.000164,0.000328,11.39658,54778,167,167,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),153,0x0000 (0),0x0000 (0),,,0
1702927029.579083,ied_protecaoPROT/LLN0$GO$prot_cb,54787,1702927029.579083,GOOSE,137,0x1012 (4114),rtds,1,,101,25,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:47:09.579083000 IST",0.0,0.0,0.001571,11.398151,54787,137,137,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),123,0x0000 (0),0x0000 (0),False,,0
1702927029.579083,ied_protecaoPROT/LLN0$GO$trip2_dataset,54788,1702927029.579083,GOOSE,144,0x1013 (4115),rtds,1,,1,25,1,ied_protecaoPROT/LLN0$trip2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:13,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:47:09.579083000 IST",0.0,0.0,0.0,11.398151,54788,144,144,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:13,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),130,0x0000 (0),0x0000 (0),False,,0
1702927030.156963,SEL_421_distCFG/LLN0$GO$CB_prot,57565,1702927030.156963,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,243,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:10.156963000 IST",0.0,8.1e-05,0.57788,11.976031,57565,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927030.336584,SEL_421_distCFG/LLN0$GO$CB_disj1,58427,1702927030.336584,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,243,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:47:10.336584000 IST",0.0,0.000351,0.179621,12.155652,58427,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927031.157021,SEL_421_distCFG/LLN0$GO$CB_prot,62370,1702927031.157021,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,244,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:11.157021000 IST",0.0,0.000126,0.820437,12.976089,62370,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927031.336527,SEL_421_distCFG/LLN0$GO$CB_disj1,63232,1702927031.336527,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,244,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:47:11.336527000 IST",0.0,0.000271,0.179506,13.155595,63232,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927031.57717,ied_disjuntor2ied_disjuntor2/LLN0$GO$disjuntor2_CB,64389,1702927031.57717,GOOSE,175,0x1011 (4113),rtds,1,80.0,2,24,1,ied_disjuntor2ied_disjuntor2/LLN0$disjuntor2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:11,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 25, 2004 19:16:25.231656849 UTC","Dec 19, 2023 00:47:11.577170000 IST",0.0,0.000268,0.240643,13.396238,64389,175,175,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:11,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),161,0x0000 (0),0x0000 (0),,,0
1702927031.577483,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,64392,1702927031.577483,GOOSE,167,0x1010 (4112),rtds,1,80.0,102,24,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:47:11.577483000 IST",0.0,0.000105,0.000313,13.396551,64392,167,167,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),153,0x0000 (0),0x0000 (0),,,0
1702927031.579102,ied_protecaoPROT/LLN0$GO$prot_cb,64401,1702927031.579102,GOOSE,137,0x1012 (4114),rtds,1,,101,26,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:47:11.579102000 IST",0.0,0.0,0.001619,13.39817,64401,137,137,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),123,0x0000 (0),0x0000 (0),False,,0
1702927031.579102,ied_protecaoPROT/LLN0$GO$trip2_dataset,64402,1702927031.579102,GOOSE,144,0x1013 (4115),rtds,1,,1,26,1,ied_protecaoPROT/LLN0$trip2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:13,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:47:11.579102000 IST",0.0,0.0,0.0,13.39817,64402,144,144,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:13,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),130,0x0000 (0),0x0000 (0),False,,0
1702927032.156996,SEL_421_distCFG/LLN0$GO$CB_prot,67179,1702927032.156996,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,245,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:12.156996000 IST",0.0,0.0,0.577894,13.976064,67179,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927032.336545,SEL_421_distCFG/LLN0$GO$CB_disj1,68041,1702927032.336545,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,245,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:47:12.336545000 IST",0.0,0.000271,0.179549,14.155613,68041,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927033.157108,SEL_421_distCFG/LLN0$GO$CB_prot,71983,1702927033.157108,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,246,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:13.157108000 IST",0.0,9.6e-05,0.820563,14.976176,71983,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927033.336823,SEL_421_distCFG/LLN0$GO$CB_disj1,72847,1702927033.336823,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,246,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:47:13.336823000 IST",0.0,0.0,0.179715,15.155891,72847,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927033.577192,ied_disjuntor2ied_disjuntor2/LLN0$GO$disjuntor2_CB,74002,1702927033.577192,GOOSE,175,0x1011 (4113),rtds,1,80.0,2,25,1,ied_disjuntor2ied_disjuntor2/LLN0$disjuntor2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:11,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 25, 2004 19:16:25.231656849 UTC","Dec 19, 2023 00:47:13.577192000 IST",0.0,0.000251,0.240369,15.39626,74002,175,175,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:11,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),161,0x0000 (0),0x0000 (0),,,0
1702927033.577505,ied_disjuntoried_disjuntor1/LLN0$GO$DISJ_cb,74005,1702927033.577505,GOOSE,167,0x1010 (4112),rtds,1,80.0,102,25,1,ied_disjuntoried_disjuntor1/LLN0$disjuntor1_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:10,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:33.147351145 UTC","Dec 19, 2023 00:47:13.577505000 IST",0.0,9.1e-05,0.000313,15.396573,74005,167,167,False,4000,False,False,1,bit-string,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:10,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),153,0x0000 (0),0x0000 (0),,,0
1702927033.579103,ied_protecaoPROT/LLN0$GO$prot_cb,74014,1702927033.579103,GOOSE,137,0x1012 (4114),rtds,1,,101,27,1,ied_protecaoPROT/LLN0$prot_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:12,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:47:13.579103000 IST",0.0,0.0,0.001598,15.398171,74014,137,137,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:12,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),123,0x0000 (0),0x0000 (0),False,,0
1702927033.579103,ied_protecaoPROT/LLN0$GO$trip2_dataset,74015,1702927033.579103,GOOSE,144,0x1013 (4115),rtds,1,,1,27,1,ied_protecaoPROT/LLN0$trip2_dataset,00:50:c2:4f:9d:cd,01:0c:cd:01:00:13,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 26, 2004 04:00:29.137963354 UTC","Dec 19, 2023 00:47:13.579103000 IST",0.0,0.0,0.0,15.398171,74015,144,144,False,4000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:13,00:50:c2:4f:9d:cd",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),130,0x0000 (0),0x0000 (0),False,,0
1702927034.15714,SEL_421_distCFG/LLN0$GO$CB_prot,76792,1702927034.15714,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,247,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:14.157140000 IST",0.0,0.000193,0.578037,15.976208,76792,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
1702927034.336916,SEL_421_distCFG/LLN0$GO$CB_disj1,77656,1702927034.336916,GOOSE,149,0x1014 (4116),Prot_disj1,3,,3,247,1,SEL_421_distCFG/LLN0$dataset_disj,00:30:a7:29:1f:5a,01:0c:cd:01:00:14,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:18.016799986 UTC","Dec 19, 2023 00:47:14.336916000 IST",0.0,9.5e-05,0.179776,16.155984,77656,149,149,False,2000,False,False,3,"boolean,boolean,boolean",IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:14,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),135,0x0000 (0),0x0000 (0),"False,False,False",,0
1702927035.157188,SEL_421_distCFG/LLN0$GO$CB_prot,81596,1702927035.157188,GOOSE,141,0x1015 (4117),Prot_POTT,1,,3,248,1,SEL_421_distCFG/LLN0$dataset_pott,00:30:a7:29:1f:5a,01:0c:cd:01:00:15,â\234\223,0,\\Device\\NPF_{3F4560F2-C57C-4E88-88C9-72F47624FF1E},Ethernet,Ethernet,"Dec 18, 2023 22:12:17.837599992 UTC","Dec 19, 2023 00:47:15.157188000 IST",0.0,0.000224,0.820272,16.976256,81596,141,141,False,2000,False,False,1,boolean,IEC 61850/GOOSE,Individual address (unicast),"01:0c:cd:01:00:15,00:30:a7:29:1f:5a",Globally unique address (factory default),Group address (multicast/broadcast),Globally unique address (factory default),127,0x0000 (0),0x0000 (0),False,,0
